Venue,Date,Time,Party Size,Status,Source,Guest Name,Visit Count,Lifetime Spend,Tags,Wait Time (min),No Show
"We All Scream",2025-10-03,22:30,7,Completed,Google,"Nicole King",7,5051,"Regular; VIP; Bachelor/ette",0,No
"We All Scream",2025-10-03,19:00,5,Cancelled,SevenRooms,"Jessica Phillips",3,1096,"Date Night",0,No
"We All Scream",2025-10-03,21:00,5,Completed,Google,"Vanessa Garcia",1,361,"First Timer",0,No
"We All Scream",2025-10-03,22:00,4,Completed,Phone,"Sarah Garcia",2,561,"",0,No
"We All Scream",2025-10-03,20:00,3,Completed,Google,"Austin Lewis",3,1096,"High Roller",0,No
"We All Scream",2025-10-03,21:00,4,Completed,Phone,"Sarah Rodriguez",2,577,"Influencer",0,No
"We All Scream",2025-10-03,19:00,6,Completed,SevenRooms,"Chase Young",1,631,"First Timer",0,No
"We All Scream",2025-10-03,19:00,5,Completed,Concierge,"Tyler Green",12,6080,"Regular; VIP",0,No
"We All Scream",2025-10-03,21:30,3,Completed,Walk-in,"Kayla Perez",3,930,"",17,No
"We All Scream",2025-10-03,22:00,5,Cancelled,Google,"Michael Smith",2,710,"",0,No
"Discopussy",2025-10-03,19:00,6,Completed,Phone,"Vanessa Anderson",2,880,"",0,No
"Discopussy",2025-10-03,23:00,5,Completed,SevenRooms,"David Anderson",1,424,"First Timer",0,No
"Discopussy",2025-10-03,22:00,6,No Show,SevenRooms,"James Green",1,507,"First Timer; Tourist",0,Yes
"Discopussy",2025-10-03,23:30,6,Completed,Google,"Ashley Allen",3,2010,"VIP",0,No
"Discopussy",2025-10-03,20:00,3,Cancelled,SevenRooms,"Austin Wilson",1,321,"First Timer",0,No
"Discopussy",2025-10-03,22:00,5,Completed,Instagram,"Chase Wright",9,3872,"Regular; VIP",0,No
"Discopussy",2025-10-03,17:00,3,Completed,SevenRooms,"Michael Lewis",3,914,"",0,No
"Discopussy",2025-10-03,23:00,4,Completed,Concierge,"Kayla Turner",2,788,"",0,No
"Discopussy",2025-10-03,22:00,6,Completed,Google,"Ryan Baker",2,1045,"",0,No
"The Laundry Room",2025-10-04,18:00,3,Completed,Google,"Amanda Baker",2,1214,"",0,No
"The Laundry Room",2025-10-04,21:30,3,Completed,Instagram,"Travis Thomas",3,1831,"",0,No
"The Laundry Room",2025-10-04,22:30,3,Completed,Instagram,"Sarah King",1,632,"First Timer; High Roller",0,No
"The Laundry Room",2025-10-04,19:00,2,Completed,SevenRooms,"Ashley Perez",7,1978,"Regular",0,No
"The Laundry Room",2025-10-04,17:00,2,Completed,Phone,"Nicole Robinson",4,1587,"",0,No
"The Laundry Room",2025-10-04,21:30,3,Completed,Walk-in,"Jennifer Scott",11,7470,"Regular; VIP",0,No
"The Laundry Room",2025-10-04,18:00,2,Completed,Walk-in,"Vanessa Turner",2,675,"",0,No
"The Laundry Room",2025-10-04,22:00,3,Completed,Walk-in,"Jessica Hall",1,474,"First Timer",0,No
"The Laundry Room",2025-10-04,21:00,3,Completed,Phone,"Vanessa Clark",9,3818,"Regular; VIP",0,No
"The Laundry Room",2025-10-04,20:00,2,Completed,Instagram,"James Nelson",3,1311,"",0,No
"The Laundry Room",2025-10-04,21:00,2,No Show,Instagram,"Jessica Mitchell",10,3997,"Regular; VIP",0,Yes
"The Laundry Room",2025-10-04,20:00,3,Completed,Walk-in,"Kayla Anderson",12,7204,"Regular; VIP",0,No
"Commonwealth",2025-10-04,18:30,3,Completed,Phone,"Stephanie Martinez",3,1003,"",0,No
"Commonwealth",2025-10-04,18:30,5,Completed,Walk-in,"Amanda Clark",3,1173,"",19,No
"Commonwealth",2025-10-04,23:00,3,Completed,Instagram,"Jennifer Green",3,689,"",0,No
"Commonwealth",2025-10-04,22:00,3,Completed,Concierge,"Kevin Johnson",11,3041,"Regular; VIP",0,No
"Commonwealth",2025-10-04,21:30,4,Completed,Phone,"Derek Clark",2,936,"",0,No
"Commonwealth",2025-10-04,19:00,4,Completed,Google,"Nicole Martinez",7,2067,"Regular; VIP",0,No
"Commonwealth",2025-10-04,17:00,5,Completed,Google,"Michael Johnson",2,1172,"",0,No
"Commonwealth",2025-10-04,17:00,4,Completed,Instagram,"Sarah Allen",3,1332,"",0,No
"Commonwealth",2025-10-04,19:00,4,Completed,Phone,"Lauren Turner",8,3566,"Regular; VIP",0,No
"Commonwealth",2025-10-04,19:30,5,Completed,Google,"Jessica Wilson",3,1698,"",0,No
"Commonwealth",2025-10-04,17:30,4,Completed,Walk-in,"Megan Brown",3,1262,"",12,No
"Commonwealth",2025-10-04,18:30,5,Completed,Phone,"Megan Thomas",1,527,"First Timer",0,No
"Commonwealth",2025-10-04,23:00,3,No Show,Walk-in,"Stephanie Smith",3,692,"",17,Yes
"Commonwealth",2025-10-04,17:00,2,No Show,Walk-in,"Brandon Robinson",3,509,"Birthday",10,Yes
"Commonwealth",2025-10-04,17:00,4,Completed,Google,"Brandon Hall",9,4180,"Regular; VIP",0,No
"Commonwealth",2025-10-04,19:30,5,Completed,SevenRooms,"Ashley Anderson",2,1154,"",0,No
"Commonwealth",2025-10-04,22:30,4,Completed,Concierge,"Alexis King",1,427,"First Timer; Corporate",0,No
"Commonwealth",2025-10-04,17:30,4,No Show,Google,"Austin King",2,593,"",0,Yes
"Commonwealth",2025-10-04,18:30,5,Completed,Google,"Samantha Phillips",9,4567,"Regular; VIP",0,No
"Commonwealth",2025-10-04,20:00,5,Completed,Walk-in,"Carlos Turner",7,2666,"Regular; VIP",12,No
"Park On Fremont",2025-10-04,20:30,3,Completed,SevenRooms,"Austin Roberts",7,1987,"Regular",0,No
"Park On Fremont",2025-10-04,20:30,2,Completed,Instagram,"Marcus Scott",3,460,"",0,No
"Park On Fremont",2025-10-04,18:00,4,Completed,Google,"Travis Mitchell",11,3864,"Regular; VIP",0,No
"Park On Fremont",2025-10-04,19:00,3,Completed,Google,"Amanda Perez",10,3344,"Regular; VIP",0,No
"Park On Fremont",2025-10-04,21:00,3,Completed,Concierge,"Kayla Perez",2,415,"",0,No
"Park On Fremont",2025-10-04,18:30,4,Completed,Walk-in,"Rachel Roberts",1,426,"First Timer",10,No
"Park On Fremont",2025-10-04,17:30,2,Cancelled,Phone,"Chase Anderson",2,476,"",0,No
"Park On Fremont",2025-10-04,17:30,4,Completed,SevenRooms,"Kayla Phillips",4,1848,"",0,No
"Park On Fremont",2025-10-04,23:30,2,Completed,Walk-in,"Austin Lee",6,1349,"Regular",28,No
"Park On Fremont",2025-10-04,19:30,3,Cancelled,Instagram,"Brandon Thomas",2,599,"",0,No
"Park On Fremont",2025-10-04,23:00,5,Completed,Google,"Brandon Johnson",3,1654,"",0,No
"Park On Fremont",2025-10-04,19:30,3,Completed,Instagram,"Derek Harris",7,2577,"Regular; VIP",0,No
"Park On Fremont",2025-10-04,21:00,4,Completed,Instagram,"Kayla Lee",2,762,"",0,No
"Park On Fremont",2025-10-04,18:30,2,Completed,Google,"Jake Davis",8,1858,"Regular",0,No
"Park On Fremont",2025-10-04,23:00,3,Completed,Concierge,"Brittany Perez",4,942,"",0,No
"Park On Fremont",2025-10-04,22:00,4,Completed,Instagram,"Carlos Allen",2,715,"Influencer",0,No
"Park On Fremont",2025-10-04,19:30,3,No Show,Google,"Chase Davis",2,417,"Regular",0,Yes
"Park On Fremont",2025-10-04,17:00,3,Completed,SevenRooms,"Sarah Baker",3,729,"",0,No
"Park On Fremont",2025-10-04,22:00,4,Completed,Instagram,"Nicole Nelson",2,779,"",0,No
"Park On Fremont",2025-10-04,18:00,2,Completed,Phone,"Rachel Green",2,280,"",0,No
"Park On Fremont",2025-10-04,22:00,4,Cancelled,Phone,"Samantha Garcia",6,1999,"Regular; VIP",0,No
"Park On Fremont",2025-10-04,18:30,4,Completed,Concierge,"Jordan Clark",2,706,"Local",0,No
"Park On Fremont",2025-10-04,20:30,4,Completed,Concierge,"Vanessa Wilson",1,420,"First Timer",0,No
"Park On Fremont",2025-10-04,21:30,3,Completed,Instagram,"Stephanie Robinson",3,784,"",0,No
"Park On Fremont",2025-10-04,22:30,5,Cancelled,Walk-in,"Marcus Perez",9,3636,"Regular; VIP",26,No
"Park On Fremont",2025-10-04,21:00,2,Cancelled,Google,"Stephanie Carter",2,424,"Local",0,No
"Park On Fremont",2025-10-04,22:00,3,Completed,Google,"Ryan King",2,548,"",0,No
"Park On Fremont",2025-10-04,22:30,4,Completed,Walk-in,"Megan King",3,1166,"Corporate",11,No
"Park On Fremont",2025-10-04,20:00,3,Completed,Walk-in,"Jennifer Martinez",2,669,"High Roller",29,No
"Park On Fremont",2025-10-04,20:30,3,Completed,Google,"Marcus Rodriguez",5,1182,"Regular",0,No
"Park On Fremont",2025-10-04,17:30,2,No Show,SevenRooms,"Nicole Green",3,657,"Influencer",0,Yes
"Park On Fremont",2025-10-04,17:00,3,Completed,Concierge,"Brandon Robinson",1,288,"First Timer",0,No
"Park On Fremont",2025-10-04,23:30,3,Completed,SevenRooms,"Chase Hall",3,1104,"",0,No
"Park On Fremont",2025-10-04,20:30,3,Completed,Instagram,"Robert King",2,614,"",0,No
"Park On Fremont",2025-10-04,22:30,5,Completed,SevenRooms,"Amanda Scott",2,1035,"",0,No
"La Mona Rosa",2025-10-04,19:30,3,Completed,SevenRooms,"Chase Wilson",2,634,"",0,No
"La Mona Rosa",2025-10-04,18:30,5,Completed,Concierge,"Sarah Perez",2,757,"",0,No
"La Mona Rosa",2025-10-04,23:30,4,Completed,Concierge,"Lauren Phillips",1,303,"First Timer",0,No
"La Mona Rosa",2025-10-04,17:30,4,Cancelled,Phone,"Marcus Anderson",2,938,"Regular",0,No
"La Mona Rosa",2025-10-04,21:00,4,Completed,Concierge,"Maria Smith",1,276,"First Timer",0,No
"La Mona Rosa",2025-10-04,20:00,5,Cancelled,Instagram,"Samantha Clark",8,4458,"Regular; VIP",0,No
"La Mona Rosa",2025-10-04,23:00,3,Completed,SevenRooms,"Sarah Thomas",2,493,"",0,No
"La Mona Rosa",2025-10-04,20:30,3,Completed,Phone,"Austin Lewis",10,2274,"Regular; VIP",0,No
"La Mona Rosa",2025-10-04,18:30,5,Completed,Instagram,"Tyler Baker",1,526,"First Timer",0,No
"La Mona Rosa",2025-10-04,17:00,3,Completed,Phone,"Jake Martinez",2,401,"",0,No
"La Mona Rosa",2025-10-04,19:30,5,Completed,Walk-in,"Michael Young",2,752,"",25,No
"La Mona Rosa",2025-10-04,22:30,5,Completed,SevenRooms,"Samantha Baker",4,2036,"VIP",0,No
"La Mona Rosa",2025-10-04,20:00,4,Completed,SevenRooms,"Robert Davis",3,1091,"",0,No
"La Mona Rosa",2025-10-04,22:00,5,Completed,Phone,"Michael Johnson",7,3708,"Regular; VIP",0,No
"La Mona Rosa",2025-10-04,21:00,2,No Show,Phone,"Kayla Brown",1,237,"First Timer",0,Yes
"La Mona Rosa",2025-10-04,18:00,4,Completed,SevenRooms,"Maria Martinez",9,3399,"Regular; VIP",0,No
"La Mona Rosa",2025-10-04,20:00,3,Completed,SevenRooms,"Maria Walker",3,645,"",0,No
"La Mona Rosa",2025-10-04,17:30,4,Completed,Instagram,"Austin Johnson",2,904,"",0,No
"La Mona Rosa",2025-10-04,19:00,3,No Show,Concierge,"Samantha King",2,604,"",0,Yes
"La Mona Rosa",2025-10-04,19:00,4,Completed,Concierge,"Austin Smith",1,350,"First Timer",0,No
"La Mona Rosa",2025-10-04,18:30,2,Completed,Concierge,"Jake Scott",5,1156,"",0,No
"La Mona Rosa",2025-10-04,21:00,4,Completed,Concierge,"Brandon Allen",7,1916,"Regular; Influencer",0,No
"La Mona Rosa",2025-10-04,18:00,4,No Show,Phone,"Austin Martinez",2,932,"Industry",0,Yes
"La Mona Rosa",2025-10-04,18:30,3,Completed,Phone,"Lauren Young",12,4337,"Regular; VIP",0,No
"La Mona Rosa",2025-10-04,21:00,5,Completed,Concierge,"Michael Rodriguez",10,4229,"Regular; VIP; High Roller",0,No
"La Mona Rosa",2025-10-04,19:00,5,Completed,Concierge,"Sarah Mitchell",5,2854,"VIP",0,No
"La Mona Rosa",2025-10-04,19:00,2,Completed,SevenRooms,"David Johnson",2,453,"",0,No
"La Mona Rosa",2025-10-04,23:30,3,Completed,Walk-in,"Nicole Perez",2,498,"",11,No
"La Mona Rosa",2025-10-04,23:30,4,Cancelled,SevenRooms,"Nicole Hall",1,344,"First Timer",0,No
"La Mona Rosa",2025-10-04,20:00,4,Completed,Google,"James Perez",2,887,"",0,No
"La Mona Rosa",2025-10-04,23:00,5,Completed,Concierge,"Jennifer Wright",5,2267,"VIP",0,No
"La Mona Rosa",2025-10-04,20:00,5,Completed,SevenRooms,"Maria Allen",2,1155,"",0,No
"La Mona Rosa",2025-10-04,18:30,4,Completed,SevenRooms,"Robert Hall",1,326,"First Timer; High Roller",0,No
"La Mona Rosa",2025-10-04,23:30,4,Completed,Google,"Carlos Johnson",2,653,"",0,No
"La Mona Rosa",2025-10-04,18:30,4,Completed,SevenRooms,"Rachel Brown",2,732,"",0,No
"La Mona Rosa",2025-10-04,19:30,4,Completed,Phone,"Tyler Martinez",2,769,"",0,No
"Doberman Drawing Room",2025-10-04,17:30,3,Completed,SevenRooms,"Maria Allen",2,1347,"",0,No
"Doberman Drawing Room",2025-10-04,20:00,2,Completed,Google,"Megan Walker",2,701,"",0,No
"Doberman Drawing Room",2025-10-04,20:00,2,No Show,SevenRooms,"Carlos Harris",5,1924,"",0,Yes
"Doberman Drawing Room",2025-10-04,23:00,4,Completed,Instagram,"Vanessa Green",3,2675,"VIP",0,No
"Doberman Drawing Room",2025-10-04,18:30,4,No Show,Instagram,"Jennifer Harris",2,1706,"",0,Yes
"Doberman Drawing Room",2025-10-04,18:30,3,Cancelled,Google,"Michael Young",2,1140,"",0,No
"Doberman Drawing Room",2025-10-04,21:00,2,Completed,Concierge,"Jake Lewis",2,532,"",0,No
"Doberman Drawing Room",2025-10-04,22:30,3,Completed,Google,"Nicole Walker",2,1041,"",0,No
"Doberman Drawing Room",2025-10-04,19:00,3,Completed,Phone,"Samantha Wright",2,1155,"",0,No
"Doberman Drawing Room",2025-10-04,18:30,3,Completed,Phone,"Megan Young",2,845,"Bachelor/ette",0,No
"Doberman Drawing Room",2025-10-04,19:30,3,Completed,SevenRooms,"Robert Allen",11,5324,"Regular; VIP; Local",0,No
"Doberman Drawing Room",2025-10-04,23:30,2,Completed,Concierge,"Jake Anderson",2,930,"",0,No
"Doberman Drawing Room",2025-10-04,19:00,2,Completed,Phone,"Jake Scott",2,865,"",0,No
"Doberman Drawing Room",2025-10-04,19:00,3,Completed,Phone,"Brittany Nelson",10,5972,"Regular; VIP; VIP",0,No
"Doberman Drawing Room",2025-10-04,18:00,3,Completed,Concierge,"Robert Nelson",2,912,"",0,No
"We All Scream",2025-10-04,23:30,7,No Show,SevenRooms,"David Clark",3,2070,"VIP",0,Yes
"We All Scream",2025-10-04,17:00,4,Completed,Google,"Vanessa Mitchell",2,727,"",0,No
"We All Scream",2025-10-04,17:30,6,Completed,SevenRooms,"Travis Martinez",2,1443,"Date Night",0,No
"We All Scream",2025-10-04,20:30,3,Completed,Walk-in,"Michael Hall",1,319,"First Timer",18,No
"We All Scream",2025-10-04,22:30,5,Completed,Instagram,"Tyler Lewis",1,519,"First Timer",0,No
"We All Scream",2025-10-04,22:30,5,Completed,Instagram,"Chase Brown",3,1479,"",0,No
"We All Scream",2025-10-04,21:30,5,Completed,Instagram,"Carlos Smith",11,6139,"Regular; VIP",0,No
"We All Scream",2025-10-04,19:00,7,Completed,Concierge,"Jennifer Wilson",2,1133,"",0,No
"We All Scream",2025-10-04,18:00,6,Completed,Phone,"Michael Johnson",1,456,"First Timer",0,No
"We All Scream",2025-10-04,17:00,5,Completed,Concierge,"Megan Young",2,1129,"",0,No
"We All Scream",2025-10-04,17:30,6,Completed,Instagram,"Chase Walker",3,1311,"",0,No
"Discopussy",2025-10-04,23:30,3,No Show,SevenRooms,"Lauren Walker",12,2737,"Regular; VIP; Corporate",0,Yes
"Discopussy",2025-10-04,23:30,5,Completed,Phone,"Robert Hall",3,1569,"",0,No
"Discopussy",2025-10-04,20:30,6,Completed,Walk-in,"Rachel Mitchell",9,6111,"Regular; VIP",25,No
"Discopussy",2025-10-04,21:00,5,Cancelled,Walk-in,"Kayla Walker",6,3636,"Regular; VIP",24,No
"Discopussy",2025-10-04,23:00,3,Completed,Phone,"Jennifer Johnson",1,283,"First Timer",0,No
"Discopussy",2025-10-04,18:30,4,Completed,Concierge,"Brandon Johnson",11,3948,"Regular; VIP",0,No
"Discopussy",2025-10-04,20:00,4,Completed,SevenRooms,"Nicole Thomas",3,1102,"",0,No
"Discopussy",2025-10-04,22:00,6,Completed,Instagram,"Amanda Anderson",3,2031,"VIP",0,No
"Discopussy",2025-10-04,20:00,5,Completed,Google,"Jennifer Young",8,3431,"Regular; VIP",0,No
"Discopussy",2025-10-04,23:30,3,Completed,Phone,"Alexis Green",8,2080,"Regular; VIP; Date Night",0,No
"The Laundry Room",2025-10-05,20:30,2,Completed,SevenRooms,"Austin Scott",2,671,"",0,No
"The Laundry Room",2025-10-05,19:00,3,Completed,Instagram,"Amanda Carter",11,6048,"Regular; VIP",0,No
"The Laundry Room",2025-10-05,21:00,2,Completed,Phone,"Carlos Lewis",2,895,"",0,No
"The Laundry Room",2025-10-05,22:30,3,No Show,Concierge,"Maria Robinson",3,1612,"",0,Yes
"The Laundry Room",2025-10-05,20:00,2,Completed,Instagram,"Austin Perez",2,607,"",0,No
"The Laundry Room",2025-10-05,20:30,2,Completed,SevenRooms,"Michael Thomas",9,3892,"Regular; VIP",0,No
"The Laundry Room",2025-10-05,22:00,3,Completed,Walk-in,"Jessica Carter",3,1775,"",0,No
"Commonwealth",2025-10-05,18:30,4,Completed,SevenRooms,"Brittany Rodriguez",7,2783,"Regular; VIP; Bachelor/ette",0,No
"Commonwealth",2025-10-05,23:00,3,Completed,Google,"Brittany Rodriguez",3,703,"",0,No
"Commonwealth",2025-10-05,17:30,5,Cancelled,Instagram,"Kevin Rodriguez",1,541,"First Timer",0,No
"Commonwealth",2025-10-05,22:30,4,Completed,Concierge,"Vanessa Green",2,616,"",0,No
"Commonwealth",2025-10-05,22:00,5,Completed,Phone,"Sarah Lewis",2,1092,"",0,No
"Commonwealth",2025-10-05,23:00,4,Completed,Walk-in,"Marcus Lewis",8,3502,"Regular; VIP",17,No
"Commonwealth",2025-10-05,22:00,3,Completed,SevenRooms,"Michael Lewis",2,620,"Influencer",0,No
"Commonwealth",2025-10-05,21:00,3,Completed,Phone,"Kevin Harris",1,233,"First Timer",0,No
"Commonwealth",2025-10-05,22:30,4,Completed,Google,"Stephanie Rodriguez",8,2438,"Regular; VIP",0,No
"Commonwealth",2025-10-05,20:00,5,Completed,Walk-in,"Amanda Turner",2,1030,"",21,No
"Park On Fremont",2025-10-05,19:00,4,Completed,Phone,"Jennifer Allen",10,4353,"Regular; VIP",0,No
"Park On Fremont",2025-10-05,23:30,3,Completed,Google,"Jake Perez",2,617,"",0,No
"Park On Fremont",2025-10-05,21:30,3,Cancelled,Phone,"Tyler Carter",1,225,"First Timer",0,No
"Park On Fremont",2025-10-05,19:00,4,Cancelled,Walk-in,"Kayla Martinez",2,948,"",18,No
"Park On Fremont",2025-10-05,23:00,5,Completed,Google,"Maria Smith",1,434,"First Timer",0,No
"Park On Fremont",2025-10-05,19:30,3,Completed,SevenRooms,"Kayla Hall",3,680,"Influencer",0,No
"Park On Fremont",2025-10-05,17:00,2,Completed,Concierge,"Ashley Robinson",3,710,"Birthday",0,No
"Park On Fremont",2025-10-05,22:30,5,Completed,Concierge,"Austin Walker",2,696,"",0,No
"Park On Fremont",2025-10-05,20:30,3,Completed,Phone,"Robert Allen",11,3554,"Regular; VIP",0,No
"Park On Fremont",2025-10-05,21:30,3,Completed,Phone,"James Nelson",1,293,"First Timer",0,No
"Park On Fremont",2025-10-05,22:30,3,Completed,Concierge,"Kevin Mitchell",5,1436,"",0,No
"Park On Fremont",2025-10-05,20:00,5,Completed,Google,"Ryan Lee",2,1194,"",0,No
"Park On Fremont",2025-10-05,20:30,2,Completed,Walk-in,"Travis King",10,2054,"Regular; VIP",24,No
"Park On Fremont",2025-10-05,21:00,2,Completed,Walk-in,"Jennifer Martinez",2,469,"",17,No
"Park On Fremont",2025-10-05,19:00,4,Completed,Concierge,"Rachel Turner",2,814,"",0,No
"Park On Fremont",2025-10-05,21:30,5,Completed,Walk-in,"Kevin Carter",1,398,"First Timer; Corporate",12,No
"La Mona Rosa",2025-10-05,20:00,4,Completed,Instagram,"Jennifer Rodriguez",9,3731,"Regular; VIP; Tourist",0,No
"La Mona Rosa",2025-10-05,23:30,5,No Show,SevenRooms,"Stephanie Martinez",6,2225,"Regular; VIP; Regular",0,Yes
"La Mona Rosa",2025-10-05,23:00,5,Completed,Phone,"Robert Brown",7,2394,"Regular; VIP; Corporate",0,No
"La Mona Rosa",2025-10-05,20:00,4,No Show,Instagram,"Chase Hall",1,420,"First Timer",0,Yes
"La Mona Rosa",2025-10-05,19:00,3,Completed,Concierge,"Carlos Clark",1,311,"First Timer; VIP",0,No
"La Mona Rosa",2025-10-05,18:00,4,Completed,Instagram,"Jennifer Walker",11,3749,"Regular; VIP",0,No
"La Mona Rosa",2025-10-05,22:30,4,Cancelled,Phone,"Jake Walker",6,2928,"Regular; VIP",0,No
"La Mona Rosa",2025-10-05,22:30,3,Completed,Concierge,"Travis Young",1,291,"First Timer",0,No
"La Mona Rosa",2025-10-05,21:30,3,Completed,SevenRooms,"Kayla Robinson",2,625,"Regular",0,No
"La Mona Rosa",2025-10-05,18:30,5,Completed,Phone,"Kayla Clark",2,1232,"",0,No
"La Mona Rosa",2025-10-05,18:00,5,Completed,Instagram,"Jordan Clark",1,414,"First Timer",0,No
"La Mona Rosa",2025-10-05,19:30,4,Completed,SevenRooms,"Amanda Wilson",2,539,"",0,No
"La Mona Rosa",2025-10-05,18:30,3,Completed,Google,"Kayla Anderson",2,584,"",0,No
"Doberman Drawing Room",2025-10-05,18:30,3,Completed,Google,"Amanda Lewis",11,6386,"Regular; VIP",0,No
"Doberman Drawing Room",2025-10-05,21:30,2,Completed,SevenRooms,"James Anderson",3,1117,"",0,No
"Doberman Drawing Room",2025-10-05,19:30,3,Completed,Google,"Brittany Thomas",7,4299,"Regular; VIP; Tourist",0,No
"Doberman Drawing Room",2025-10-05,20:30,3,Completed,Concierge,"Maria Turner",1,499,"First Timer",0,No
"Doberman Drawing Room",2025-10-05,17:00,4,Completed,Concierge,"Derek Rodriguez",11,7615,"Regular; VIP",0,No
"Doberman Drawing Room",2025-10-05,20:30,3,Completed,Instagram,"Robert Young",9,4486,"Regular; VIP",0,No
"Doberman Drawing Room",2025-10-05,23:30,3,Completed,Concierge,"Stephanie Phillips",2,1013,"Influencer",0,No
"Doberman Drawing Room",2025-10-05,21:00,3,Completed,SevenRooms,"Rachel Hill",3,1304,"VIP",0,No
"Doberman Drawing Room",2025-10-05,17:30,2,Completed,Google,"Brittany Phillips",8,3493,"Regular; VIP",0,No
"Doberman Drawing Room",2025-10-05,20:00,3,Completed,Phone,"Tyler Wilson",5,2808,"VIP",0,No
"We All Scream",2025-10-05,17:00,3,Completed,Concierge,"Sarah Lewis",1,313,"First Timer",0,No
"We All Scream",2025-10-05,20:30,7,Completed,Google,"Nicole Phillips",8,5750,"Regular; VIP",0,No
"We All Scream",2025-10-05,23:00,7,Completed,Concierge,"Jennifer Walker",2,1097,"",0,No
"We All Scream",2025-10-05,19:30,5,Completed,Instagram,"Maria Baker",2,923,"",0,No
"We All Scream",2025-10-05,21:00,5,Completed,SevenRooms,"Megan Roberts",3,1316,"",0,No
"We All Scream",2025-10-05,17:30,3,Completed,Phone,"Jordan Brown",10,2760,"Regular; VIP",0,No
"We All Scream",2025-10-05,23:30,6,Completed,Google,"Robert Roberts",1,592,"First Timer",0,No
"We All Scream",2025-10-05,22:00,6,Completed,Walk-in,"Amanda Scott",2,802,"",22,No
"Discopussy",2025-10-05,19:30,5,Completed,Instagram,"Amanda Clark",2,1165,"Regular",0,No
"Discopussy",2025-10-05,23:00,3,Completed,Google,"Travis Johnson",2,723,"",0,No
"Discopussy",2025-10-05,19:30,6,Completed,SevenRooms,"Maria Phillips",2,1278,"",0,No
"Discopussy",2025-10-05,20:30,3,Completed,Concierge,"Robert Green",3,769,"",0,No
"Discopussy",2025-10-05,18:30,6,Completed,Instagram,"Jake Lee",2,1438,"",0,No
"Discopussy",2025-10-05,22:30,4,Completed,Walk-in,"Sarah Mitchell",2,684,"",15,No
"Discopussy",2025-10-05,21:00,3,Completed,SevenRooms,"Ashley Robinson",1,221,"First Timer",0,No
"The Laundry Room",2025-10-06,19:00,3,Completed,Phone,"Carlos Walker",4,1645,"",0,No
"The Laundry Room",2025-10-06,23:00,2,Completed,Instagram,"Jake Wright",9,2514,"Regular; VIP; High Roller",0,No
"The Laundry Room",2025-10-06,19:30,3,Completed,SevenRooms,"Brandon Allen",3,2085,"VIP",0,No
"The Laundry Room",2025-10-06,19:30,2,Cancelled,Instagram,"Alexis King",2,872,"",0,No
